      131.5123159527    11782.7998046875        4.7719001770
      131.5327506458    11778.9003906250        4.7713599205
      131.5531852388    11786.0996093750        4.7719697952
      131.5736197318    11784.7998046875        4.7720298767
      131.5940543247    11781.7998046875        4.7717099190
      131.6144890177    11793.7001953125        4.7722997665
      131.6349235104    11798.5000000000        4.7729301453
      131.6553581032    11813.0996093750        4.7736501694
      131.6757927959    11800.7001953125        4.7727599144
      131.6962273885    11812.7001953125        4.7739500999
      131.7166618810    11818.5996093750        4.7741298676
      131.7370964735    11808.2998046875        4.7735199928
      131.7575311659    11804.9003906250        4.7732801437
      131.7779656582    11803.2998046875        4.7736101151
      131.7984002504    11810.5000000000        4.7738199234
      131.8188349426    11817.0996093750        4.7739500999
      131.8392694348    11816.4003906250        4.7739000320
      131.8597040268    11820.2998046875        4.7744002342
      131.8801386188    11825.9003906250        4.7747697830
      131.9005732108    11828.7998046875        4.7749099731
      131.9210078026    11832.9003906250        4.7750701904
      131.9414423944    11833.2998046875        4.7749500275
      131.9618769861    11818.4003906250        4.7743201256
      131.9823115779    11838.7001953125        4.7755699158
      132.0027461694    11850.4003906250        4.7761697769
      132.0231806609    11851.4003906250        4.7761502266
      132.0436153524    11842.5996093750        4.7757201195
      132.0640499438    11855.0996093750        4.7764000893
      132.0844844351    11859.0996093750        4.7788500786
      132.1049190263    11855.5996093750        4.7766900063
      132.1253537175    11851.0996093750        4.7762899399
      132.1457882085    11857.4003906250        4.7767500877
      132.1662227996    11853.0000000000        4.7762999535
      132.1866574906    11859.4003906250        4.7765097618
      132.2070920814    11858.5996093750        4.7766900063
      132.2275265722    11863.0000000000        4.7769498825
      132.2479611631    11854.0000000000        4.7767200470
      132.2683958537    11877.0000000000        4.7779297829
      132.2888303443    11873.2001953125        4.7783298492
      132.3092649349    11863.4003906250        4.7769699097
      132.3296996254    11886.5996093750        4.7791199684
      132.3501341157    11867.4003906250        4.7773699760
      132.3705687061    11885.5000000000        4.7785801888
      132.3910032964    11874.5996093750        4.7776498795
      132.4114378865    11874.2998046875        4.7776598930
      132.4318724766    11880.2998046875        4.7780199051
      132.4523070667    11869.7998046875        4.7774100304
      132.4727417567    11888.4003906250        4.7787899971
      132.4931762466    11888.0996093750        4.7786102295
      132.5136108365    11876.5996093750        4.7778801918
      132.5340453263    11881.0996093750        4.7782101631
      132.5544800159    11896.5000000000        4.7791700363
      132.5749146055    11891.9003906250        4.7788400650
      132.5953490951    11885.2001953125        4.7784399986
      132.6157837846    11890.0000000000        4.7788200378
      132.6362183740    11892.0000000000        4.7787199020
      132.6566529633    11883.7001953125        4.7782697678
      132.6770874526    11902.7998046875        4.7792801857
      132.6975221418    11896.4003906250        4.7791800499
      132.7179567309    11890.0996093750        4.7786798477
      132.7383912199    11944.2001953125        4.7910399437
      132.7588259089    11889.5996093750        4.7787199020
      132.7792604978    11894.7001953125        4.7789998055
      132.7996949867    11900.0000000000        4.7793397903
      132.8201295754    11889.2998046875        4.7787799835
      132.8405642641    11897.5000000000        4.7800202370
      132.8609987527    11888.0000000000        4.7786998749
      132.8814333413    11893.0000000000        4.7789602280
      132.9018680298    11897.7001953125        4.7790598869
      132.9223025181    11899.5000000000        4.7793002129
      132.9427371064    11893.9003906250        4.7789301872
      132.9631716946    11900.7998046875        4.7793297768
      132.9836063829    11899.0996093750        4.7793998718
      133.0040408709    11897.4003906250        4.7792801857
      133.0244754589    11884.2001953125        4.7784099579
      133.0449100469    11897.4003906250        4.7792701721
      133.0653446348    11894.7998046875        4.7787499428
      133.0857792226    11895.0996093750        4.7789998055
      133.1062138103    11894.4003906250        4.7791800499
      133.1266483979    11893.0000000000        4.7790298462
      133.1470829855    11884.0000000000        4.7783799171
      133.1675175731    11904.2998046875        4.7796401978
      133.1879521605    11893.2001953125        4.7788500786
      133.2083868478    11893.7001953125        4.7789101601
      133.2288213351    11887.7998046875        4.7785201073
      133.2492559223    11889.5000000000        4.7786698341
      133.2696905094    11885.2001953125        4.7781600952
      133.2901250965    11894.7998046875        4.7791600227
      133.3105596835    11889.7998046875        4.7785902023
      133.3309941703    11882.4003906250        4.7781901360
      133.3514288572    11886.7998046875        4.7786297798
      133.3718634439    11884.5000000000        4.7783198357
      133.3922980306    11882.2001953125        4.7783398628
      133.4127326172    11885.0996093750        4.7783799171
      133.4331672038    11896.0996093750        4.7790999413
      133.4536017902    11884.4003906250        4.7781701088
      133.4740362765    11893.7001953125        4.7787799835
      133.4944709628    11887.7001953125        4.7783598900
      133.5149055491    11881.9003906250        4.7782402039
      133.5353400351    11880.9003906250        4.7777800560
      133.5557747213    11880.7998046875        4.7779698372
      133.5762093072    11883.0996093750        4.7780699730
      133.5966437931    11889.9003906250        4.7786397934
      133.6170783789    11887.7998046875        4.7785601616
      133.6375130647    11874.7998046875        4.7776098251
      133.6579476504    11888.7998046875        4.7782201767
      133.6783821360    11879.7001953125        4.7776899338
      133.6988168216    11874.5000000000        4.7773499489
      133.7192514070    11876.4003906250        4.7773599625
      133.7396858924    11883.2998046875        4.7780599594
      133.7601204776    11869.0000000000        4.7770400047
      133.7805551628    11873.5000000000        4.7773098946
      133.8009896480    11867.5996093750        4.7768502235
      133.8214242330    11867.0000000000        4.7767000198
      133.8418588180    11855.0000000000        4.7760601044
      133.8622934029    11863.2998046875        4.7765498161
      133.8827279878    11854.9003906250        4.7759399414
      133.9031625725    11847.2001953125        4.7757201195
      133.9235971571    11847.7001953125        4.7756500244
      133.9440317417    11845.4003906250        4.7754697800
      133.9644663262    11846.5996093750        4.7755198479
      133.9849008106    11835.9003906250        4.7746100426
      134.0053354950    11829.9003906250        4.7744002342
      134.0257700793    11839.4003906250        4.7750201225
      134.0462045635    11841.7001953125        4.7751598358
      134.0666392475    11822.7001953125        4.7740402222
      134.0870738316    11823.7001953125        4.7738699913
      134.1075083155    11823.7998046875        4.7740898132
      134.1279428994    11824.9003906250        4.7738900185
      134.1483775832    11813.5996093750        4.7732000351
      134.1688121669    11809.5996093750        4.7730398178
      134.1892466506    11811.9003906250        4.7729101181
      134.2096813341    11809.5000000000        4.7726101875
      134.2301159176    11818.4003906250        4.7742400169
      134.2505504009    11801.9003906250        4.7723698616
      134.2709849843    11803.9003906250        4.7725601196
      134.2914196675    11796.4003906250        4.7718501091
      134.3118541507    11793.5000000000        4.7719001770
      134.3322887338    11795.5000000000        4.7720699310
      134.3527234167    11794.7001953125        4.7718000412
      134.3731578996    11790.5996093750        4.7714099884
      134.4140270651    11783.9003906250        4.7712101936
      134.4344616478    11780.5000000000        4.7709398270
      134.4548962305    11774.4003906250        4.7705302238
      134.4753308129    11774.5000000000        4.7706499100
      134.4957654953    11773.5996093750        4.7704801559
      134.5161999776    11780.2001953125        4.7709498405
      134.5366345599    11773.2001953125        4.7701401711
      134.5570690421    11777.0000000000        4.7707099915
      134.5775037242    11775.5000000000        4.7707500458
      134.5979383062    11769.9003906250        4.7702298164
      134.6183727881    11776.2001953125        4.7702999115
      134.6388073700    11766.9003906250        4.7701501846
      134.6592420517    11765.7998046875        4.7699098587
      134.6796766334    11769.2001953125        4.7700800896
      134.7001112149    11773.0996093750        4.7702999115
      134.7205457966    11772.5996093750        4.7702298164
      134.7409803779    11769.0000000000        4.7700600624
      134.7614148593    11769.7998046875        4.7701001167
      134.7818494406    11775.4003906250        4.7704401016
      134.8022841217    11761.5000000000        4.7695398331
      134.8227187028    11772.9003906250        4.7703299522
      134.8431531838    11772.0996093750        4.7702498436
      134.8635878647    11774.5996093750        4.7704601288
      134.8840224456    11771.2001953125        4.7701501846
      134.9044570264    11754.0996093750        4.7690601349
      134.9248915070    11759.5000000000        4.7692799568
      134.9453261877    11752.9003906250        4.7688398361
      134.9657607681    11766.0996093750        4.7697300911
      134.9861952486    11761.2998046875        4.7695097923
      135.0066299289    11762.2998046875        4.7694997787
      135.0270645091    11756.5996093750        4.7692499161
      135.0474989893    11757.2001953125        4.7691302299
      135.0679335694    11763.0996093750        4.7695999146
      135.0883682494    11760.2998046875        4.7694201469
      135.1088027293    11770.0000000000        4.7699899673
      135.1292373092    11757.9003906250        4.7694101334
      135.1496719889    11767.0000000000        4.7697300911
      135.1701065685    11766.2001953125        4.7695298195
      135.1905410482    11754.7001953125        4.7691202164
      135.2109756276    11761.2001953125        4.7691001892
      135.2314103071    11770.7001953125        4.7700700760
      135.2518447864    11768.2001953125        4.7698001862
